web-scraper-order,web-scraper-start-url,linkgetter,linkgetter-href,MarkaAdi,Modeladi,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Model_Yili,Kasa_Tipi,Konfor Group,Rehin_Durum,Haciz_Durum,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Max_Güc,Garanti,Aktarma,Konum_detay,Konum_sehir,Fiyat
"1669729254-159","https://dod.com.tr/arac-arama?page=141","Mercedes-benz B-serisi","https://dod.com.tr/arac-detay/Mercedes-benz/B-serisi/220601379","Mercedes-Benz","B-Serisi","Siyah","190 Km/h","200","4","50","4.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","MPV","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HÇok Fonksiyonlu Direksiyon - FDDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.6 Lt","Benzin","Otomatik","122 Hp","Garantisiz","Önden Çekiş","Arca","Ankara","550.000₺"
"1669729262-160","https://dod.com.tr/arac-arama?page=141","Mercedes-benz C-serisi","https://dod.com.tr/arac-detay/Mercedes-benz/C-serisi/224200481","Mercedes-Benz","C-Serisi","Açık Gri","223 Km/h","250","4","59","8.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Döşeme - DDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Açılır Tavan  - EATElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektrikli Sürücü KoltuğuElektrikli Yolcu KoltuğuElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YAD""}]","Yok*","Yok*","1.6 Lt","Benzin","Otomatik","156 Hp","Garantisiz","Arkadan İtiş","Attarlar","Konya","865.000₺"
"1669729270-161","https://dod.com.tr/arac-arama?page=141","Mini Countryman","https://dod.com.tr/arac-detay/Mini/Countryman/225500944","MINI","Countryman","Mavi Beyaz","185 Km/h","270","4","47","4.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJElektrikli Arka Camlar - 2AECElektrikli Ayna - EAElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarPort Bagaj - PB Spoiler - S Torpido Gözü Soğutması - TGSYükseklik Ayarlı Sürücü Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","112 Hp","Garantisiz","Önden Çekiş","Erçal","Samsun","549.950₺"
"1669729285-162","https://dod.com.tr/arac-arama?page=140","Renault Megane","https://dod.com.tr/arac-detay/Renault/Megane/225500673","Renault","Megane","Duman Gri","185 Km/h","240","4","60","5.2","8","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Anahtarsız Sistem - KG Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK4 Hoparlör - 4HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Dizel","Otomatik","110 Hp","Garantisiz","Önden Çekiş","Erçal","Samsun","367.650₺"
"1669729293-163","https://dod.com.tr/arac-arama?page=140","Skoda Yeti","https://dod.com.tr/arac-detay/Skoda/Yeti/220100589","Skoda","Yeti","Kahverengi","178 Km/h","250","4","55","5.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Ön Sis Farı-SFSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Hoparlör-4HDireksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarPort Bagaj - PB Yol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Manuel","105 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","350.000₺"
"1669729301-164","https://dod.com.tr/arac-arama?page=140","Skoda Yeti","https://dod.com.tr/arac-detay/Skoda/Yeti/220100586","Skoda","Yeti","Beyaz","178 Km/h","250","4","55","5.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Ön Sis Farı-SFSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Hoparlör-4HDireksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarPort Bagaj - PB Yol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Manuel","105 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","360.000₺"
"1669729309-165","https://dod.com.tr/arac-arama?page=140","Toyota Yaris","https://dod.com.tr/arac-detay/Toyota/Yaris/223800255","Toyota","Yaris","Kırmızı","175 Km/h","125","4","42","6.8","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJArka Görüntü Kamerası - AGK Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarSpoiler - S Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.3 Lt","Benzin","Manuel","99 Hp","Garantisiz","Önden Çekiş","Aykan Kayseri","Kayseri","365.000₺"
"1669729318-166","https://dod.com.tr/arac-arama?page=140","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/222000155","Volkswagen","Polo","Derin Siyah","177 Km/h","132","4","45","4.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HDeri Direksiyon - DDi Deri Vites Topuzu - DVTElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","85 Hp","Garantisiz","Önden Çekiş","Batı Denizli","Denizli","299.900₺"
"1669729326-167","https://dod.com.tr/arac-arama?page=140","Volkswagen Caddy","https://dod.com.tr/arac-detay/Volkswagen/Caddy/228000004","Volkswagen","Caddy","Kahverengi","168 Km/h","250","4","60","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Ön Sis Farı - SFÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Cityvan","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Manuel","102 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","350.000₺"
"1669729334-168","https://dod.com.tr/arac-arama?page=140","Volkswagen Golf","https://dod.com.tr/arac-detay/Volkswagen/Golf/223432118","Volkswagen","Golf","Derin Siyah","200 Km/h","200","4","55","8.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarSpor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","122 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Maslak","İstanbul","380.000₺"
"1669729342-169","https://dod.com.tr/arac-arama?page=140","Volkswagen Golf","https://dod.com.tr/arac-detay/Volkswagen/Golf/220100937","Volkswagen","Golf","Beyaz","200 Km/h","200","4","55","8.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıFren Asistanı - BAS Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarSpor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","122 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","399.000₺"
"1669729350-170","https://dod.com.tr/arac-arama?page=140","Volkswagen Golf","https://dod.com.tr/arac-detay/Volkswagen/Golf/213418824","Volkswagen","Golf","Beyaz","200 Km/h","200","4","55","8.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimFren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör-8HAlüminyum Alaşım Jant -AJArka Kol Dayama - KDCD-Çalar-6lı - CD6Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Katla. Dış Aynalar Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarSpor Koltuklar-SK Torpido Gözü Soğutması - TGSYol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","122 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Maslak","İstanbul","400.000₺"
"1669729358-171","https://dod.com.tr/arac-arama?page=140","Volkswagen Transporter","https://dod.com.tr/arac-detay/Volkswagen/Transporter/224200221","Volkswagen","Transporter","Gri","173 Km/h","340","4","80","6.2","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Sürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMK""}]","2012","Cityvan","[{""Konfor Group"":""Konfor AksesuarlarıÇok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı Ayna - Hız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayari - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı S.Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Manuel","140 Hp","Garantisiz","Önden Çekiş","Gökmen","Konya","405.000₺"
"1669729366-172","https://dod.com.tr/arac-arama?page=140","Volkswagen Golf","https://dod.com.tr/arac-detay/Volkswagen/Golf/223429262","Volkswagen","Golf","Beyaz","192 Km/h","250","4","50","4.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarSpor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Manuel","105 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Kartal","İstanbul","438.000₺"
"1669729374-173","https://dod.com.tr/arac-arama?page=140","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/220601354","Volkswagen","Passat","Beyaz","205 Km/h","200","4","70","7.8","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDCD Çalar 6'lı - CD6Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","122 Hp","Garantisiz","Önden Çekiş","Eskihisar","Ankara","457.000₺"
"1669729389-174","https://dod.com.tr/arac-arama?page=139","Volkswagen Golf","https://dod.com.tr/arac-detay/Volkswagen/Golf/221600184","Volkswagen","Golf","Pasifik Mavisi","192 Km/h","250","4","50","4.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarSpor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Manuel","105 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Bursa","Bursa","465.000₺"
"1669729397-175","https://dod.com.tr/arac-arama?page=139","Volkswagen Jetta","https://dod.com.tr/arac-detay/Volkswagen/Jetta/223431552","Volkswagen","Jetta","Gri","190 Km/h","250","4","55","5.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","105 Hp","Garantisiz","Önden Çekiş","Avek A.Ş.","İstanbul","469.500₺"
"1669729405-176","https://dod.com.tr/arac-arama?page=139","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/213419772","Volkswagen","Tiguan","Derin Siyah","198 Km/h","240","4","64","9.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör-8HAlüminyum Alaşım Jant -AJCD-Çalar-6lı - CD6Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarPort Bagaj - PB Spor Koltuklar-SK Torpido Gözü Soğutması - TGSYol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Manuel","160 Hp","Garantisiz","4x4","DOD City Esenyurt","İstanbul","485.000₺"
"1669729413-177","https://dod.com.tr/arac-arama?page=139","Volkswagen Beetle","https://dod.com.tr/arac-detay/Volkswagen/Beetle/203416242","Volkswagen","Beetle","Derin Siyah","180 Km/h","175","4","55","7.3","8","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı-SFÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör-8HAlüminyum Alaşım Jant -AJCD-Çalar-6lı - CD6Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD MP3lü CD ÇalarYol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.2 Lt","Benzin","Otomatik","105 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Maslak","İstanbul","490.000₺"
"1669729421-178","https://dod.com.tr/arac-arama?page=139","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/225400340","Volkswagen","Tiguan","Beyaz","193 Km/h","240","4","64","8.9","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2012","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJCD Çalar 6'lı - CD6Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD MP3lü CD ÇalarPort Bagaj - PB Spor Koltuklar - SK Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Erkur DOD","Sakarya","493.000₺"
